GeneName	EarlyExp	EstExp	LateExp	minEarly_gb	maxEarly_gb	meanEarly_gb	minEst_gb	maxEst_gb	meanEst_gb	minLate_gb	maxLate_gb	meanLate_gb	minEarly_prom	maxEarly_prom	meanEarly_prom	minEst_prom	maxEst_prom	meanEst_prom	minLate_prom	maxLate_prom	meanLate_prom	Strand	NoClExp	Cluster(exp)	Color	EarlyP-val	EstP-val	LateP-val
Ampd3	1.3263	1.0075	1.8468	0	0	0	0	0	0	0	0	0	0.402439	0.5	0.4563686667	0.297297	0.448529	0.3597196667	0.272727	0.528	0.372172	+	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Pcp4l1	-3.0176	-2.4634	-1.9222	0.5	0.634731	0.5819473333	0	0.37963	0.2166333333	0.515152	1	0.676768	0.611111	0.611111	0.611111	0.27027	0.27027	0.27027	0.515152	0.515152	0.515152	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Sfrp1	-1.7891	-1.2303	-0.7062	0.551724	0.617391	0.5845575	0.555556	0.576923	0.5662395	0.518797	0.533333	0.526065	0.438776	0.551724	0.49525	0.417722	0.576923	0.4973225	0.533333	0.7	0.6166665	+	6	AllLow	VeryLightGreen	0.00005	0.00005	0.0015
Ncf4	-0.179	0.7519	2.0677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.72995	0.01595	0.00045
Nfkbia	1.7512	1.4883	2.1094	0.25	0.256684	0.253342	0.156627	0.6	0.3783135	0.1625	1	0.58125	0.25	0.333333	0.2916665	0.486111	0.6	0.5430555	0.454545	1	0.7272725	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Gbp10	2.982	-0.4845	2.2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	19	EarlyVUpEstLowLateUp	DarkPink	0.373	1	0.00255
Ccno	-1.5334	-1.6978	-0.9866	0	0.661972	0.436899625	0.117647	0.6	0.370421125	0.3	0.692308	0.47799875	0.3	0.560811	0.4549905	0.307692	0.5	0.39051575	0.436364	0.692308	0.57917675	+	4	AllVLow	Yellow	0.0015	0.0005	0.01955
Cgnl1	1.3998	2.012	1.3789	0.698413	0.714286	0.7063495	0	0.690909	0.3454545	0.447761	0.5	0.4738805	0.474531	0.714286	0.5944085	0	0.481481	0.2407405	0.5	0.56391	0.531955	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Ccl7	1.3379	0.998	1.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Gdf6	0.7171	1.6488	0.6661	0.508547	0.659574	0.5788456	0.243243	0.6	0.3979508	0.376623	0.433735	0.4030228	0.518286	0.637681	0.5779835	0.49694	0.6	0.54847	0.423077	0.498371	0.460724	+	12	EarlyNEstUpLateN	LightBlue	0.0177	0.00005	0.0114
Slc11a1	0.9011	2.0766	2.2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0816	0.00005	0.0002
Rarres2	0.775	1.7835	1.3388	0.2	0.509231	0.3546155	0.379747	1	0.6898735	0.5	0.574163	0.5370815	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.25875	0.00065	0.0004
Ptpro	0.8065	1.2773	1.7902	0.25	0.571717	0.4318003333	0.285714	0.4925	0.3844046667	0.333333	0.540541	0.4710363333	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.0016	0.0031
Serpina3i	1.9007	0.3015	2.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0045	0.35415	0.00005
Serpina3n	-0.5987	-1.2561	1.5164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.0682	0.00005	0.00005
Dlx3	-1.8491	-1.1567	-1.0218	0.368421	0.491429	0.445165	0.344538	0.440986	0.4007303333	0.408163	0.53211	0.482029	0.368421	0.572289	0.4999658	0.344538	0.416667	0.3763366	0.408163	0.622951	0.5153932	+	6	AllLow	VeryLightGreen	0.00055	0.0065	0.0034
Sp7	-3.8348	-3.8423	-2.2941	0.404215	0.547194	0.49169425	0.411565	0.420819	0.41781875	0.502113	0.539841	0.51874525	0	0	0	0	0	0	0	0	0	-	3	EarlyVLowEstVLowLateLow	Orange	0.00005	0.00005	0.00005
BB123696	-1.8107	-3.1033	0.3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	3	EarlyVLowEstVLowLateLow	Orange	1	0.00005	0.5437
Rgs20	1.0968	2.2384	-0.6804	0.413793	0.56	0.494968	0.491228	0.777778	0.627303	0.3125	0.446154	0.383837	0	0	0	0	0	0	0	0	0	-	13	EarlyNEstUpLateLow	Blue	0.00205	0.00005	0.11485
Gdf10	-2.5728	-2.1776	-1.9148	0.495565	0.571429	0.533497	0.518018	0.8	0.659009	0.492344	0.692308	0.592326	0.488764	0.571429	0.5300965	0.453125	0.8	0.6265625	0.642857	0.692308	0.6675825	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Usp18	1.1668	2.3842	0.5517	0	0.472934	0.236467	0.506024	0.6	0.553012	0	0.540323	0.2701615	0	0.491554	0.245777	0.466844	0.6	0.533422	0	0.562372	0.281186	+	12	EarlyNEstUpLateN	LightBlue	0.00045	0.00005	0.0173
Cd300a	0.3995	1.6851	1.5153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.00035	0.00735
Acan	-4.5881	-3.5771	-4.2305	0.410714	0.428571	0.4196425	0.230769	0.533333	0.382051	0.387755	1	0.6938775	0.428571	0.572308	0.5004395	0.230769	0.409574	0.3201715	0.590444	1	0.795222	+	2	AllExtremelyLow	DarkOrange	0.00005	0.00005	0.00005
Gdpd2	-2.122	-0.9195	-0.0688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.00005	0.0248	0.84315
Tmem132e	2.3418	1.3326	2.5561	0.471861	0.712871	0.570467	0.4	0.632812	0.4988112	0.219512	0.64878	0.4576738	0.5	0.518919	0.5094595	0.4	0.458333	0.4291665	0.375	0.578512	0.476756	+	16	AllVUp	DarkPurple	0.00005	0.0081	0.00005
Trim30a	2.0384	2.2132	1.3995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Ppl	1.3125	1.7974	2.3383	0	0.666667	0.3643404	0.0666667	0.575758	0.33662154	0.478261	1	0.6395016	0.333333	0.590278	0.4776043333	0.342857	0.469697	0.3867933333	0.478261	0.56044	0.524264	-	15	AllMildUp	SeaBlue	0.0002	0.00005	0.00005
Cyyr1	0.1191	0.8033	1.8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.1738	0.00205
Kcnk13	0.1345	1.5917	0.9006	0	0.625899	0.3927233333	0.25	0.6	0.39841	0.39759	0.666667	0.5307238333	0.512821	0.526316	0.5195685	0.25	0.322581	0.2862905	0.434783	0.536585	0.485684	+	12	EarlyNEstUpLateN	LightBlue	1	0.0006	0.09535
Pf4	1.8026	2.1917	1.4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0779	0.00005	0.0391
Erg	-1.7298	-1.7674	-1.3678	0.426075	0.49789	0.4683543333	0.450954	0.5125	0.4821156667	0.488613	0.543037	0.5238833333	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.0001	0.0002	0.0006
Gm5424	1.554	1.6648	1.3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00365	0.00025	0.00345
Acp5	-0.3765	0.4899	3.4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.162	0.02035	0.00005
Mal	0.2789	0.6827	1.8238	0.4375	0.75	0.6248723333	0.21875	0.666667	0.404788	0.404762	0.598039	0.4898226667	0.687117	0.687117	0.687117	0.328947	0.328947	0.328947	0.598039	0.598039	0.598039	-	10	EarlyNEstNLateUp	Petrol	0.5648	0.14045	0.00285
Cd40	2.3708	1.417	2.7093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.00005	0.0102	0.00005
Sphkap	-1.81	-2.3109	-0.6753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	3	EarlyVLowEstVLowLateLow	Orange	0.00005	0.00005	0.09145
Alpl	-3.4946	-2.4049	-1.629	0.352941	0.515873	0.434407	0.142857	0.423881	0.283369	0.571429	0.64726	0.6093445	0.352941	0.5	0.4264705	0.142857	0.328205	0.235531	0.571429	0.619565	0.595497	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Elfn1	-1.3056	-1.8468	-1.6018	0.4375	0.705882	0.4976748571	0.3	0.606557	0.4775982857	0.235294	0.530387	0.4637693571	0.586207	0.613636	0.5999215	0.3	0.621622	0.460811	0.235294	0.482143	0.3587185	+	4	AllVLow	Yellow	0.0018	0.00005	0.00025
Edn1	0.9005	2.8343	0.4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.01265	0.00005	0.15245
Gpr68	1.1058	0.44	1.6899	0.2	0.592593	0.429228	0.373134	0.6	0.4737556	0.432432	0.75	0.6189918	0.2	0.505308	0.352654	0.394495	0.6	0.4972475	0.540909	0.636364	0.5886365	-	15	AllMildUp	SeaBlue	0.02105	0.28785	0.00095
LOC100038947	2.0753	3.952	3.2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	16	AllVUp	DarkPurple	1	0.00005	0.0868
Pth1r	-1.346	-1.7599	-0.6818	0.476284	0.540707	0.4973043333	0.333333	0.630769	0.438371	0	0.639344	0.4644072222	0	0	0	0	0	0	0	0	0	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.00185
Plxnc1	-1.7127	-1.8451	-1.4177	0.423077	0.53886	0.4809685	0.389381	0.645161	0.517271	0.52381	0.578125	0.5509675	0.423077	0.578947	0.501012	0.642857	0.645161	0.644009	0.45	0.52381	0.486905	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Eln	-2.0663	-0.762	-2.5025	0.25	0.597345	0.4236725	0	0.47651	0.238255	0.519231	0.6	0.5596155	0.25	0.423077	0.3365385	0	0.545455	0.2727275	0.382353	0.6	0.4911765	-	4	AllVLow	Yellow	0.00005	0.0001	0.00005
Dsp	-1.06	0.0842	-1.85	0.529412	0.541353	0.5353825	0.428571	0.524272	0.4764215	0.363636	0.51773	0.440683	0.472474	0.529412	0.500943	0.428571	0.477333	0.452952	0.363636	0.485714	0.424675	+	7	EarlyLowEstNLateLow	LightGreen	1	1	0.00025
Cbln1	-1.5001	-1.702	0.696	0.448087	0.663043	0.5433684286	0.281553	0.481481	0.3700985714	0.35	0.621622	0.5518868571	0.545455	0.638889	0.5889843333	0.361702	0.481481	0.422475	0.35	0.571429	0.494643	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.0057	0.0006	0.12245
Rgs16	0.748	1.8863	-0.3308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.0021	0.00005	0.09605
Stmn4	0.3745	2.1458	1.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.00325	0.04105
Msr1	0.7619	1.46	2.5555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.11205	0.00005	0.00005
Npy2r	0.4178	0.287	2.1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.52905	0.0004
Tmem51	0.9407	1.9604	1.3324	0.477876	0.556548	0.5114746667	0.394286	0.5	0.464762	0.59901	0.777778	0.690898	0.477876	0.5	0.488938	0.5	0.5	0.5	0.59901	0.777778	0.688394	-	15	AllMildUp	SeaBlue	0.0654	0.0002	0.00725
Slamf8	4.1121	3.5681	4.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	18	AllVUp	Pink	0.01015	0.00035	0.00225
Rgs5	-0.9314	-0.6057	-1.6332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.00925	0.087	0.00005
Cd274	1.2774	1.6559	1.4311	0	0	0	0	0	0	0	0	0	0.491603	0.491603	0.491603	0.436916	0.436916	0.436916	0.538095	0.538095	0.538095	+	15	AllMildUp	SeaBlue	0.0122	0.00055	0.0023
Pik3r5	0.9301	0.8318	2.468	0.521008	0.666667	0.5938375	0.272727	0.409506	0.3411165	0	0.526316	0.263158	0.441441	0.666667	0.554054	0.272727	0.515152	0.3939395	0	0.506173	0.2530865	+	15	AllMildUp	SeaBlue	0.0124	0.0021	0.00005
Arg1	-0.4775	1.8835	0.6298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	1	0.00235	1
Ndp	-2.1498	0.6887	-1.7969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	7	EarlyLowEstNLateLow	LightGreen	1	1	0.00285
Kcnf1	1.4892	2.5244	1.7798	0.442656	0.548387	0.4908883333	0.465548	0.681818	0.5426283333	0.32	0.522692	0.4421046667	0.548387	0.548387	0.548387	0.681818	0.681818	0.681818	0.32	0.32	0.32	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Clec4e	2.3251	2.1655	3.3745	0.518438	0.518438	0.518438	0.434555	0.434555	0.434555	0.578947	0.578947	0.578947	0	0	0	0	0	0	0	0	0	-	16	AllVUp	DarkPurple	1	0.00005	0.00005
Fxyd1	-2.2434	-1.6459	-0.9546	0.438679	0.511509	0.4743563333	0.450433	0.468504	0.4602395	0.47248	0.558824	0.50577	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.00005	0.00005	0.0004
Il1rn	-1.6659	-2.1403	-0.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.00005	0.00005	0.01795
Slc27a6	-0.955	-1.5052	-1.5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.01245	0.00085	0.00005
Gm765	-2.5831	-1.7991	-0.5065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.00005	0.00005	0.16375
Erbb3	0.3134	0.8972	1.6655	0.393617	0.525701	0.464144	0.375	0.456923	0.43126375	0.457255	0.612903	0.51662825	0.393617	0.545455	0.4842906667	0.375	0.461538	0.420875	0.411765	0.612903	0.5371396667	-	10	EarlyNEstNLateUp	Petrol	0.2828	0.0062	0.00005
Cybb	1.0677	1.5094	2.754	0.46745	0.46745	0.46745	0.545741	0.545741	0.545741	0.50813	0.50813	0.50813	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.02725	0.00005	0.00005
Pappa2	-1.9304	-1.2636	-0.8799	0.470657	0.570111	0.5135893333	0.517787	0.556604	0.534297	0.443778	0.59447	0.5021893333	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.00005	0.00005	0.00005
Slco2a1	1.6839	1.9244	1.9538	0.529412	0.611111	0.5702615	0.358025	0.4	0.3790125	0.44	0.530612	0.485306	0.592275	0.611111	0.601693	0.4	0.43771	0.418855	0.44	0.571429	0.5057145	+	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Spink5	-1.4103	-1.761	-0.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.0056	0.00035	1
Itgam	0.5895	1.5991	2.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.11695	0.00005	0.00005
Pla2g7	-0.0061	2.142	0.4415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.9882	0.00005	0.29955
Slc22a2	-1.2247	-2.029	-1.6579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	1	0.00255	0.0027
Xpnpep2	1.518	1.6307	1.3906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.00345	0.0059
Gatm	0.2487	0.4957	1.5445	0.518018	0.666667	0.5923425	0.494845	0.714286	0.6045655	0.5	0.540107	0.5200535	0.456897	0.666667	0.561782	0.488432	0.714286	0.601359	0.5	0.516779	0.5083895	-	10	EarlyNEstNLateUp	Petrol	0.49585	0.0838	0.00015
Mmp10	4.2241	3.8207	3.5297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	18	AllVUp	Pink	0.0002	0.00005	0.0002
Cdk15	-1.0202	-1.5985	-0.7349	0.462807	0.501504	0.48645	0.452679	0.498711	0.4781503333	0.444707	0.505004	0.467289	0	0	0	0	0	0	0	0	0	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.0493	0.00255	0.0694
Fhdc1	0.8762	1.5294	0.3542	0.502521	0.68	0.5912605	0.334254	0.512821	0.4235375	0.554517	0.625	0.5897585	0.632812	0.68	0.656406	0.381818	0.512821	0.4473195	0.615385	0.625	0.6201925	-	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.07355
Mmp9	0.407	0.2925	5.2818	0.506268	0.75	0.602256	0.433114	0.601626	0.5064321667	0	0.724138	0.506819	0.611354	0.611354	0.611354	0.538462	0.538462	0.538462	0.567742	0.567742	0.567742	+	11	EarlyLEstLLateVeryUp	VeryLightBlue	0.0742	0.1909	0.00005
Slco4a1	1.1652	1.7954	1.5963	0	0	0	0	0	0	0	0	0	0.528302	0.541667	0.5349845	0.571429	0.586207	0.578818	0.37931	0.386364	0.382837	+	15	AllMildUp	SeaBlue	0.00705	0.00005	0.00195
Sdk2	-1.6481	-1.6197	-2.2597	0.294118	0.564103	0.4424045714	0.480127	1	0.6236745714	0.4	0.609375	0.5217101429	0.307692	0.548822	0.42555225	0.386364	0.642857	0.554364	0.586207	0.672956	0.6171345	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Arl11	-0.0874	1.866	1.7204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.88125	0.00005	0.0022
Cd53	0.6784	1.0263	1.7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.14265	0.00025	0.00015
Lancl3	1.2044	2.3066	0.8036	0.478261	0.53799	0.5081255	0.489583	0.57418	0.5318815	0.470845	0.482558	0.4767015	0.53799	0.575758	0.556874	0.454545	0.57418	0.5143625	0.470845	0.47561	0.4732275	+	12	EarlyNEstUpLateN	LightBlue	0.0389	0.00035	0.0795
Ccl20	2.9624	2.5761	5.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	18	AllVUp	Pink	0.00005	0.00005	0.00005
Kng1	-2.3459	-1.4198	0.6036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.00005	0.00005	0.0312
Sel1l3	1.6348	2.0942	0.7617	0.5	0.610256	0.555128	0.166667	0.448598	0.3076325	0.2	0.62069	0.410345	0.470588	0.5	0.485294	0.166667	0.714286	0.4404765	0.2	0.487179	0.3435895	-	12	EarlyNEstUpLateN	LightBlue	1	0.00015	1
Cadm4	0.1024	0.5962	1.521	0.294118	0.483146	0.388632	0.181818	0.543103	0.3624605	0.411765	0.503497	0.457631	0.294118	0.521429	0.4077735	0.181818	0.506645	0.3442315	0.411765	0.58	0.4958825	+	10	EarlyNEstNLateUp	Petrol	0.683	0.0211	0.00005
Bst1	1.8843	1.6877	2.2958	0.474476	0.488751	0.4794593333	0.476585	0.49404	0.486732	0.447339	0.501902	0.469309	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00105	0.00005	0.00005
Rhbdf2	1.8252	1.7467	2.1152	0.449074	0.558282	0.4889903333	0.245399	0.443077	0.3355526667	0.346154	0.508427	0.429481	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Dact2	1.7022	2.3167	1.9093	0.595652	0.65	0.622826	0.322981	0.538462	0.4307215	0.419847	0.545455	0.482651	0.554604	0.65	0.602302	0.392308	0.538462	0.465385	0.545455	0.636364	0.5909095	-	15	AllMildUp	SeaBlue	0.0002	0.00005	0.00005
Csf2rb	-0.1031	1.6391	2.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.8195	0.00005	0.0005
Slc1a3	-1.5866	-1.5049	-0.9424	0.125	0.561404	0.4152725	0.428994	0.529412	0.4672705	0.297297	0.625	0.4884561667	0.561404	0.561404	0.561404	0.529412	0.529412	0.529412	0.297297	0.297297	0.297297	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Mmp3	1.9996	2.8403	5.4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	18	AllVUp	Pink	0.00005	0.00005	0.00005
Spry4	0.2016	1.5934	-0.4082	0.411765	0.524444	0.4681045	0.428571	0.442308	0.4354395	0.4	0.552083	0.4760415	0.411765	0.549763	0.480764	0.428571	0.45283	0.4407005	0.4	0.526455	0.4632275	-	13	EarlyNEstUpLateLow	Blue	0.49605	0.00005	0.07685
Ctss	0.5964	1.5766	1.6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.1203	0.00005	0.00005
Agtr2	0.0077	1.8626	1.3358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.97845	0.00005	0.00005
Slc2a6	2.2832	1.9442	2.1168	0.222222	0.598131	0.4101765	0.440476	0.818182	0.629329	0.375	0.523316	0.449158	0.222222	0.324324	0.273273	0.3125	0.818182	0.565341	0.375	0.459459	0.4172295	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Cxcl2	3.9482	2.8673	4.5266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	18	AllVUp	Pink	0.0063	0.00005	0.00305
Fcgr4	0.2589	2.0099	0.9694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.64625	0.00155	0.07065
F730043M19Rik	0.5891	0.3973	1.9644	0.6	0.632184	0.616092	0.3	0.407407	0.3537035	0.333333	0.520548	0.4269405	0.488793	0.6	0.5443965	0.3	0.465731	0.3828655	0.333333	0.510758	0.4220455	-	10	EarlyNEstNLateUp	Petrol	0.11405	0.17185	0.00005
Notch4	0.6116	0.2811	1.6571	0.482759	0.666667	0.5476316667	0.363636	0.8	0.535606	0.522831	0.777778	0.6279806667	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.12835	0.40605	0.0006
Nepn	1.9201	2.1531	4.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	1	0.0021	0.25245
Egr3	0.0848	1.698	-0.75	0.452296	0.452296	0.452296	0.447392	0.447392	0.447392	0.472615	0.472615	0.472615	0.452296	0.490909	0.4716025	0.422222	0.447392	0.434807	0.472615	0.583333	0.527974	+	13	EarlyNEstUpLateLow	Blue	0.78245	0.00005	0.00595
Aqp2	-2.0637	-3.8026	-1.6842	0.277778	0.522145	0.416641	0.404255	0.4375	0.4253063333	0.46	0.789474	0.594969	0	0	0	0	0	0	0	0	0	+	3	EarlyVLowEstVLowLateLow	Orange	0.01095	0.00005	0.0059
Lcp1	0.2238	0.8548	1.9648	0	0	0	0	0	0	0	0	0	0.513514	0.513514	0.513514	0.533333	0.533333	0.533333	0.529412	0.529412	0.529412	+	10	EarlyNEstNLateUp	Petrol	0.45045	0.00005	0.00005
Nos2	0.8911	2.7793	3.117	0.428571	0.56338	0.5139836667	0.4	0.516129	0.455914	0.428571	0.666667	0.57215	0	0	0	0	0	0	0	0	0	+	14	EarlyNEstUpLateUp	DarkBlue	1	0.00005	1
Icam1	1.9784	1.648	3.5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Upp1	1.1475	1.5115	0.8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.02695	0.00255	0.10645
AW551984	0.5631	0.2846	1.5734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.07795	0.40615	0.00005
Coro1a	0.3715	1.1691	1.6891	0.492025	0.492025	0.492025	0.399345	0.399345	0.399345	0.511236	0.511236	0.511236	0	0.562112	0.351379	0	0.412371	0.270572	0.511236	0.666667	0.5700536667	-	10	EarlyNEstNLateUp	Petrol	0.4821	0.00035	0.00035
Col2a1	-2.4671	-0.2651	-2.1793	0.501852	0.666667	0.5702882	0	0.5	0.3338388	0.307692	0.625	0.4445204	0.463079	0.666667	0.564873	0	0.420315	0.2101575	0.469653	0.5	0.4848265	-	4	AllVLow	Yellow	0.00005	0.17915	0.00005
Actc1	1.6461	1.8487	1.2965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0018	0.00075	0.00275
Atoh8	-1.2739	-1.5125	-0.9825	0.419255	0.421053	0.420154	0.44	0.444643	0.4423215	0.457143	0.465447	0.461295	0.421053	0.569054	0.4950535	0.44	0.447592	0.443796	0.457143	0.636103	0.546623	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.00005
Oas1g	1.9296	2.4646	1.9312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	16	AllVUp	DarkPurple	1	0.0003	0.01125
Nipal1	0.2515	1.5352	1.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.43535	0.00005	0.00045
Lzts1	-1.4109	-1.0763	-1.5717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.0136	0.02045	0.0008
Adamts14	2.1978	2.7067	1.8534	0.477186	1	0.5974462	0.451213	0.517385	0.4898744	0.142857	0.5553	0.435242	0.333333	1	0.6666665	0.5	0.5625	0.53125	0.142857	0.358974	0.2509155	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Cd52	-0.2656	1.0386	2.1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.6618	0.0079	0.00065
Adh1	-2.0146	-1.9126	-2.2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.00005	0.00035	0.00005
